Datum,Meldung
2016-11-25,"CfP: Media, Activism, and Politics in/for the Age of Trump (Einreichung bis 09.12.2016)"
2016-11-25,"Veranstaltung: Verhaltensdesign. Bildungs-, Erziehungs- und Regierungsprogramme (Berlin, 08.-09.12.2016)"
2016-11-25,"ZfM: Neuer Blogbeitrag – Rahmenvertrag VG Wort, Teil 2"
2016-11-25,"CfP: Media Industries: Aktuelle Positionen deutschsprachiger Forschung (Rostock, 27.01.2017, Einreichung bis 10.12.2016)"
2016-12-02,"Veranstaltung: disseminations. Media Cultural Practices for the Digital Age (Dieburg, 09.-10.12.2016)"
2016-12-02,"CfP: Die Darstellung von Wissenschaft, Forschung und Technologie in digitalen Spielen (Einreichung bis 09.01.2017)"
2016-12-02,"CfP: Summer School: Challenges of Media Anthropology (Weimar, 10.-17.06.2017, Einreichung bis 01.01.2017)"
2016-12-02,CfP: Tätigkeitsfelder schulischer MedienpädagogInnen (Einreichung bis 15.02.2017)
2016-12-02,"CfP: Visuelles Design: die Journalseite als gestaltete Fläche (Marburg, 23.-25.11.2017, Einreichung bis 15.01.2017)"
2016-12-02,"Veranstaltung: Vortragsreihe A Tribute to Kirk Douglas (Wien, 09.-11.12.2016)"
2016-12-02,CfP: Teaching with Primary Sources: Media Studies and the Archive (Einreichung bis 06.01.2017)
2016-12-02,CfP: Education and Animation (Einreichung bis 27.12.2016)
2016-12-02,"CfP: Balkan Cinema on the Crossroads: From Nitrate to Digital (Belgrad, 11.-13.06.2017, Einreichung bis 25.01.2017)"
2016-12-02,"CfP: Data Publics (Lancaster, 31.03.-02.04.2017, Einreichung bis 22.01.2017)"
2016-12-02,"Stellenausschreibung: Professur für Medieninformatik / Angewandte Spielkonzepte (Mainz, zum 01.04.2017, Bewerbungsschluss: 16.12.2016)"
2016-12-02,"Stellenausschreibung: 0,75 Professur „Medienkulturarbeit“ (W 2) (Potsdam, zum 01.10.2017, Bewerbungsschluss: 22.12.2016)"
2016-12-02,"Stellenausschreibung: 2x Doktorand*in, 1x Volontär*in, HfG-Archiv (Ulm, zum 01.04.2017, Bewerbungsschluss: 18.12.2016)"
2016-12-02,"Stellenausschreibung: 4x Professorship (Cardiff, Bewerbungsschluss: 02.01.2017)"
2016-12-08,"Stipendienausschreibung: ESRC Funded PhD Opportunities (Sunderland, Bewerbungsschluss: 16.01.2017)"
2016-12-08,"Stellenausschreibung: Forschungsmanagement mit Fokus Filmwissenschaft (Zürich, zum 01.01.2017, Bewerbungsschluss: 07.01.2017)"
2016-12-08,"CfP: Symposium: Exploitation Cinema in the 21st Century. (Canterbury, 09.06.2017, Einreichung bis 03.03.2017)"
2016-12-08,"Stellenausschreibung: Assistant Professor in Media Studies (1 fte) (Groningen, Bewerbungsschluss: 15.12.2016)"
2016-12-08,"CfP: Emotional Publics and Political Feelings in Participatory Media (Amsterdam, 06.07.2017, Einreichung bis 01.02.2017)"
2016-12-08,"CfP: The Poetics of Asian Cinemas Conference (Lancaster, 10.-12.07.2017, Einreichung bis 15.02.2017)"
2016-12-08,CfP: Originalität und Viralität von (Internet-)Memes (Einreichung bis 15.01.2017)
2016-12-08,"Veranstaltung: Mediendispositive. 3. Jahrestagung der AG Genre Studies (Bayreuth, 08.-10.12.2016)"
2016-12-08,"Stipendienausschreibung: Competition for a doctoral scholarship on Screen Tourism (Glasgow, Bewerbungsschluss: 13.01.2017)"
2016-12-08,"Stellenausschreibung: Assistant Professor in Sports Media (Ithaca, NY, Bewerbungsschluss: 31.01.2017)"
2016-12-08,CfP: Critical Digital and Social Media Studies book series (Einreichung bis 30.01.2017)
2016-12-08,"Veranstaltung: Hartgesotten Hegemoniekritisch (Berlin, 19.-21.01.2017)"
2016-12-16,"Veranstaltung: Media Archaeology – Ruptures and Relations (Karlstad, 03.02.2017)"
2016-12-16,"Stipendienausschreibung: Kurzzeit-Forschungsstipendia: Digital Humanities (Marbach, Weimar, Wolfenbüttel, zum 15.04.2017, Bewerbungsschluss: 15.01.2017)"
2016-12-16,"CfP: New Film History – und dann? (Marburg, 19.05.2017, Einreichung bis 01.02.2017)"
2016-12-16,"Stellenausschreibung: Juniorprofessur‚ Produktionskulturen in audiovisuellen Medienindustrien‘ (Babelsberg, ab sofort, Bewerbungsschluss: 03.02.2017)"
2016-12-16,"Stellenausschreibung: Juniorprofessur ‚Theorie und Praxis künstlerischer Forschung in digitalen Medien‘ (Babelsberg, ab sofort, Bewerbungsschluss: 03.02.2017)"
2016-12-16,"Stellenausschreibung: Universitätsprofessur für Theorie des Films (Wien, Bewerbungsschluss: 31.03.2017)"
2016-12-16,"Stellenausschreibung: 2 Professorships, Film and Television Studies (Warwick, Bewerbungsschluss: 13.01.2017)"
2016-12-16,"Stellenausschreibung: Professur (W2) für Filmwissenschaft (Jena, zum 01.10.2017, Bewerbungsschluss: 16.02.2016)"
2016-12-16,CfP: Un/Social Cinema: Audience Decorum Revisited (Einreichung bis 30.01.2017)
2016-12-16,"CfP: Aesthetics of Television Serials (València, 02.-04.11.2017, Einreichung bis 15.02.2017)"
2016-12-16,"Veranstaltung: Zur Methode der ethnografischen Felddorschung (Innsbruck, 02.-04.02.2017)"
2016-12-16,"Veranstaltung: Die Zeitschrift ‚Die Kreatur‘ (1926-1930) als Netzwerk und Diskursmedium (Jerusalem, 11.-12.01.2017)"
2016-12-16,"CfP: Fear 2000: 21st Century Monsters Conference (Sheffield, 21.-22.04.2017, Einreichung bis 13.01.2017)"
2016-12-16,"CfP: 30. Film- und Fernsehwissenschaftliches Kolloquium (FFK) (Hamburg, 08.-10.03.2017, Einreichung bis 22.01.2017)"
2016-12-16,"CfP: Trump und das Fernsehen (Tübingen, 21.-22.04.2017, Einreichung bis 19.02.2017)"
2017-01-13,"Stellenausschreibung: W1-Juniorprofessur für Digital Humanities mit Schwerpunkt Kunstgeschichte (Erlangen, ab sofort, Bewerbungsschluss: 17.02.2017)"
2017-01-13,"Stellenausschreibung: Wissenschaftl. Mitarbeiter/in (50%) (Berlin, zum 01.04.2017, Bewerbungsschluss: 21.01.2017)"
2017-01-13,"Stellenausschreibung: PostDoc-Stelle (60%) »Medien der Genauigkeit« (Basel, zum 01.03.2017, Bewerbungsschluss: 15.02.2017)"
2017-01-13,"Call for Participation: Anneliese Maier-Forschungspreis, Geistes- und Sozialwissenschaften (Einreichung bis 30.04.2017)"
2017-01-13,"CfP:  Affects – Media – Power (Berlin, 29.06.-01.07.2017, Einreichung bis 31.01.2017)"
2017-01-13,"CfP: «Transmedia Storytelling», Jahrbuch immersiver Medien 2017 (Einreichung bis 06.03./19.06.2017)"
2017-01-13,"Stellenausschreibung: Volontariat: Medien für Unterricht/Bildung (Grünwald, ab sofort, Bewerbungsschluss: 28.02.2017)"
2017-01-13,"CfP: Image Testimonies - Witnessing in Times of Social Media (Berlin, 13.-15.07.2017, Einreichung bis 16.01.2017)"
2017-01-13,"CfP: Media/Maghreb: Imagining North Africa in Audio-Visual Culture (Bayreuth, 13.-15.07.2017, Einreichung bis 26.02.2017)"
2017-01-13,"Veranstaltung: Christoph Schlingensief and the Avant-garde (Bielefeld, 02.-04.02.2017)"
2017-01-13,"CfP: Immer WEITER mit der BILDUNG. Mediale Lernkulturen im höheren Erwachsenenalter  (Leipzig, 23.-24.06.2017, Einreichung bis 19.02.2017)"
2017-01-13,"Stellenausschreibung: Associate Professor and Program Director of Cinema (Hartford, CT, Bewerbungsschluss: 15.02.2017)"
2017-01-13,"Stipendienausschreibung: Postgraduate (PhD) Research Studentships -- Film Studies (London, zum 01.03.2017, Bewerbungsschluss: 31.01.2017)"
2017-01-13,"Stipendienausschreibung: PhD Scholarships – Media Studies (London, zum 01.09.2017, Bewerbungsschluss: 10.02.2017)"
2017-01-13,"CfP: MEDIENwissenschaft: Rezensionen | Reviews, „Perspektiven“ (Einreichung bis 01.02.2017)"
2017-01-13,"Stellenausschreibung: Assistant Professor in Digital Media Production and Studies (Hartford, CT, Bewerbungsschluss: 15.02.2017)"
2017-01-13,"CfP: Animafest Scanner IIII 2017 (Zagreb 06.-07.06.2017, Einreichung bis 01.03.2017)"
2017-01-13,"CfP: Arabischer Film, Montage AV Heft 26/2 2017 (Einreichung bis 01.05.2017)"
2017-01-13,"Veranstaltung: PERSPECTIVE RULES! Architecture, Games, and the Materiality of Computer Simulations (Lüneburg, 17.-18.01.2017)"
2017-01-20,"Stellenausschreibung: Juniorprofessur (W1) ohne Tenure Track für Kunst Medien Bildung (Köln, zum 01.10.2017, Bewerbungsschluss: 28.02.2017)"
2017-01-20,"Stipendienausschreibung: PhD scholarships at the School of Media and Communication (Leeds, Bewerbungsschluss: 01.02.2017)"
2017-01-20,"Stellenausschreibung: Juniorprofessur (W1) (ohne Tenure Track) für Erziehungswissenschaftliche Medienforschung (Köln, ab sofort, Bewerbungsschluss: 16.02.2017)"
2017-01-20,"Stellenausschreibung: Zwölf Promotionsstellen, Zwei Post-Doc-Stellen, Graduiertenkolleg &quot;Konfigurationen des Films&quot; (Frankfurt/Main, zum 01.07.2017, Bewerbungsschluss: 31.03.2017)"
2017-01-20,"Call for Participation: SORGENFREI 1. künstlerisch-wissenschaftliche Zwischennutzung (Bremen, ab 01.04.2017, Bewerbungsschluss: 03.02.2017)"
2017-01-20,"Veranstaltung: Media Industries: Aktuelle Positionen deutschsprachiger Forschung (Rostock, 27.01.2017)"
2017-01-20,CfP: Cinema of Exploration: Essays on an Adventurous Film Practice. (Einreichung bis 15.03.2017)
2017-01-20,"CfP: Mediale Flieh- und Bindungskräfte. Migration, Identität und Medien (Bonn, 08.-09.06.2017, Einreichung bis 15.03.2017)"
2017-01-20,"CfP: Nach der ikonischen Wende. Aktualität und Geschichte eines Paradigmas (Zürich, 13.-15.09.2017, Einreichung bis 31.03.2017)"
2017-01-20,"CfP: Fotografie als Auslöser (Potsdam, 22.-23.06.2017, Einreichung bis 15.03.2017)"
2017-01-20,"Veranstaltung: Wie zusammen leben. Die Versprechen der Commons (Konstanz, 27.-28.01.2017)"
2017-01-20,"CfP: Game of Thrones – An International Conference (Hertfordshire, 06.-08.09.2017, Einreichung bis 30.03.2017)"
2017-01-27,"Veranstaltung: Journale analytisch lesen: Theorien, Methoden, Begriffe (Köln, 03.-04.04.2017)"
2017-01-27,"CfP: Diversity in Glocal Cinemas: Language, Culture, Identity (Bilbao, San Sebastian, 20.-22.09.2017, Einreichung bis 30.04.2017)"
2017-01-27,"Stellenausschreibung: open-rank search in documentary filmmaking (Abu Dhabi, UAE)"
2017-01-27,"Stellenausschreibung: Lecturer in Film Studies (St. Andrews, zum 01.09.2017, Bewerbungsschluss: 21.02.2017)"
2017-01-27,"Stellenausschreibung: 4 wissenschaftliche Mitarbeiter/innen (65%), Locating Media (Siegen, zum 01.10.2017, Bewerbungsschluss: 31.03.2017)"
2017-01-27,"Veranstaltung: Farming Data (Bayreuth/Hof, 01.-03.02.2017)"
2017-01-27,"Veranstaltung: Formen der Selbstreflexivität im Medium Comic (Köln, 02.-03.03.2017)"
2017-01-27,Call for Applications: Center for Advanced Internet Studies (CAIS) Ausschreibung 2017
2017-01-27,"CfP: Futures of Queer Theory: A Right to Philosophy (New York, 13.-15.04.2017, Einreichung bis 31.01.2017)"
2017-01-27,"Veranstaltung: The Empirical Study of Comics (Bremen, 07.-09.02.2017)"
2017-01-27,"CfP: Die Kunst der Zahlen: Digitale Transformationen des Ästhetischen (Magdeburg, 07.-08.07.2017, Einreichung bis 08.04.2017)"
2017-01-27,CfP: David Bowie. Themenheft „Rock and Pop in the Movies“ (Einreichung bis 13.03.2017)
2017-01-27,"CfP: ‘Strategies of the Documentary’, 3rd Conference on Contemporary Greek Film Cultures (Wien, 16.-18.05.2018, Einreichung bis 30.05.2017)"
2017-01-27,CfP: Walzerfilm / Walzer und Film / Walzer im Film (Einreichung bis 31.05.2017)
2017-01-27,"Veranstaltung: Copycat. Dealing with Dangerous Mimesis (Weimar, 23.-25.02.2017)"
2017-02-03,"Stellenausschreibung: Professur, „Queer Studies in Künsten und Wissenschaft“ (W3, befristet) (Köln, Bewerbungsschluss: 15.03.2017)"
2017-02-03,"Call for Participation: DARIAH-DE Digital Humanities Award (Berlin, 26.-27.04.2017, Bewerbungsschluss: 15.02.2017)"
2017-02-03,"Stipendienausschreibung: PhD Studentship: Heritage and New Media (Berlin, zum 01.05.2017, Bewerbungsschluss: 19.02.2017)"
2017-02-03,"Stellenausschreibung: Assistant Professor, Film and New Media Production (Ontario, zum 01.07.2017, Bewerbungsschluss: 03.03.2017)"
2017-02-03,"Call for Participation: Lehraufträge Gender Studies und feministische Zukunftsforschung (Marburg, Bewerbungsschluss: 28.02.2017)"
2017-02-03,"Stellenausschreibung: Head of School, School of Film & Media (Lincoln, Bewerbungsschluss: 21.02.2017)"
2017-02-03,"Veranstaltung: Die Relevanz der Irrelevanz oder: Heterarchische Ordnungen der Mimesis (Weimar, 23.-25.03.2017)"
2017-02-03,"Veranstaltung: Film Implosion! Schweizer Filmexperimente (Zürich, ab 08.02.2017)"
2017-02-03,"CfP: Explorations in Digital Cultures (München, 09.-11.11.2017, Einreichung bis 28.02.2017)"
2017-02-03,CfP: Ökonomie / Ökologie (Einreichung bis 27.02.2017)
2017-02-03,"CfP: ThinkFILM! A Student Symposium on Communicating Film and its Problems in the 21st Century (Frankfurt/Main, 13.-16.07.2017, Einreichung bis 15.03.2017)"
2017-02-03,"CfP: Mobile Digital Practices: Situating People, Things and Data (Einreichung bis 19.02.2017)"
2017-02-03,"CfP: When the Music Takes Over. Musical Numbers in Film and Television (Salzburg, 08.-10.03.2018, Einreichung bis 30.04.2017)"
2017-02-03,"CfP: Extras, bit-players, and historical consultants in media history (Potsdam, 17.-18.7.2017, Einreichung bis 24.02.2017)"
2017-02-10,"Stellenausschreibung: Juniorprofessur Medien- und Wissenschaftsgeschichte (W1) (Lüneburg, Bewerbungsschluss: 12.03.2017)"
2017-02-10,"CfP: RE:Trace 2017 (Krems, Wien, 30.11.-02.12.2017, Einreichung bis 26.03.2017)"
2017-02-10,CfP: Kartographieren (Intermedialität) (Einreichung bis 01.03.2017)
2017-02-10,"CfP: Vom Medium zum Format (Bochum, 14.-16.09.2017, Einreichung bis 31.03.2017)"
2017-02-10,"CfP: Teilhabe | Macht | Kritik. Zur Widerständigkeit relationalen Denkens (Konstanz, 31.07.-04.08.2017, Einreichung bis 31.05.2017)"
2017-02-10,"Veranstaltung: Second International Conference: Colour in Film (London, 27.-29.03.2017)"
2017-02-10,"Veranstaltung: Moving Images 2017: Mediality – Multimodality – Materiality. Concepts for Media and Image Studies in the Era of the »Technosphere« (Kiel, 04.-06.05.2017)"
2017-02-10,"Veranstaltung: Comics Connected. Transnational Comics Art and Comics Scenes (Freiburg, 20.-21.02.2017)"
2017-02-10,"CfP: Spring University: CAx: Dimensions of Computer-Aid in Architecture, Biological Sciences, Design and Medicine (Berlin, 02.-07.04.2017, Einreichung bis 19.02.2017)"
2017-02-10,"CfP: Multivoicedness and European Cinema: Representation, Industry, Politics (Cork, 10.-11.11.2017, Einreichung bis 02.05.2017)"
2017-02-17,Ausschreibung Karsten-Witte-Preis 2017
2017-02-17,"Stellenausschreibung: Direktorin/ Direktor des Departementes Kunst & Medien, hdk Zürich (Bewerbungsschluss: 03.03.2017)"
2017-02-17,CfP: Materials of Sound (Einreichung bis 31.03.2017)
2017-02-17,"CfP: Rights and plight: cultural counter-narratives of the migrant and refugee experiences (London, 22.-25.06.2017, Einreichung bis 03.04.2017)"
2017-02-17,Call for Proposals: Film- und medienwissenschaftliche Lehre an der Universität Wien (Einreichung bis zum 15.03.2017)
2017-02-17,"Stellenausschreibung: Three Postdoctoral Nomis Fellowships (Basel, zum 01.09.2017, Bewerbungsschluss: 10.04.2017)"
2017-02-17,"Stellenausschreibung: Associate/Full Professor Arts in Society (1.0 fte) (Groningen, zum 01.08.2017, Bewerbungsschluss: 28.02.2017)"
2017-02-17,"Stellenausschreibung: Research Fellow: Interactive Factual Media (Bristol, Bewerbungsschluss: 01.03.2017)"
2017-02-17,"Stellenausschreibung: 2x Assistant Professor of Film (Staten Island, NY, Bewerbungsschluss: 08.03.2017)"
2017-02-17,"Stellenausschreibung: Tenure-Track Position In Data And Networked Publics (Montreal, zum 01.08.2017, Bewerbungsschluss: 24.03.2017)"
2017-02-17,"CfP: Designästhetik: Theorie und soziale Praxis (Rolandseck, 14.-16.06.2018, Einreichung bis 31.03.2017)"
2017-02-17,"Stellenausschreibung: Assistant Professor (tenure track) (Berkeley, CA, zum 01.07.2017, Bewerbungsschluss: 06.03.2017)"
2017-02-17,"Veranstaltung: 19. Bild-Kunst Kameragespräche und Verleihung des 17. Marburger Kamerapreises an Luca Bigazzi (Marburg, 03.-05.03.2017)"
2017-02-24,"Stellenausschreibung: Professor of Media (Manchester, Bewerbungsschluss: 20.03.2017)"
2017-02-24,"Stellenausschreibung: wissenschaftl. Mitarbeiter*in Kunst und visuelle Medien (50%) (Flensburg, zum 01.09.2017, Bewerbungsschluss: 27.03.2017)"
2017-02-24,"Stellenausschreibung: Professur (W3) für Neuere Deutsche Literaturwissenschaft / Medienwissenschaft (Saarbrücken, Bewerbungsschluss: 23.03.2017)"
2017-02-24,"Stellenausschreibung: Professur (W2) visuelle Gestaltung für digitale Medien und Games (Stuttgart, Bewerbungsschluss: 21.03.2017)"
2017-02-24,"CfP: âventiure/Abenteuer − Literarisches Lernen mit mittelalterlichen und modernen Medienverbünden (Passau, 28.-30.09.2017, Einreichung bis 31.03.2017)"
2017-02-24,"Veranstaltung: Playful Meaning. Close Reading-Strategien in den Game Studies (Kiel, 03.-04.03.2017)"
2017-02-24,"CfP: Workshop „Historische Authentizität und Medien“ (Potsdam, 13.-14.07.2017, Einreichung bis 20.03.2017)"
2017-02-24,"CfP: Habil.kolloquium Medienkulturwissenschaft (Bochum, ab 02.05.2017)"
2017-02-24,"CfP: Belief/Believe, [sic!] summer institute cologne (Köln, 29.08.-09.09.2017, Einreichung bis 01.03.2017)"
2017-02-24,Stellenausschreibung: 3 Stellen am Institut für Informationsmanagement Bremen (Bewerbungsschluss: 13.03.2017)
2017-02-24,Ausschreibung Best Publication Award Gender & Medien 2017
2017-03-03,"Veranstaltung: 30. Film- und Fernsehwissenschaftliches Kolloquium (Hamburg, 08.-10.03.2017)"
2017-03-03,"Stellenausschreibung: 8 New Full-time Academic Posts, Digital Humanities (London, Bewerbungsschluss: 29.03.2017)"
2017-03-03,"Stipendienausschreibung: PhD Studentship: Remembering Partition Online (London, zum 01.10.2017, Bewerbungsschluss: 03.04.2017)"
2017-03-03,"Stellenausschreibung: W2-Professur „Kommunikations- und Medienwissenschaft“ (Chemnitz, ab sofort, Bewerbungsschluss: 31.03.2017)"
2017-03-03,CfP: The Academic Book of the Future (Einreichung bis 30.07.2017)
2017-03-03,"CfP: Digital Media, Political Polarization and Challenges to Democracy (Wien, 21.-22.09.2017, Einreichung bis 07.04.2017)"
2017-03-03,"CfP: POINTED OR POINTLESS? Recalibrating the Index (London/Berlin, ab 10.06.2017, Einreichung bis 03.04.2017)"
2017-03-03,"CfP: Summer School Transnational Graphic Narratives (Siegen, 31.07.-05.08.2017, Einreichung bis 31.03.2017)"
2017-03-03,"Veranstaltung: Intime Öffentlichkeiten: Medien – Räume – Gemeinschaften (Linz/Wien, ab 28.03.2017)"
2017-03-10,CfP: Zukunft. CINEMA #63 (Einreichung bis 03.04.2017)
2017-03-10,GfM-Jahrestagung 2017: Verlängerung der Einreichungsfrist
2017-03-10,"CfP: Working the Body. Körper-Konfigurationen und Körper-Praxis zwischen Sport, Pop und Performance (Hildesheim, 31.08.-02.09.2017, Einreichung bis 15.04.2017)"
2017-03-10,"Stellenausschreibung: Lecturer in Media Studies (Lincoln, Bewerbungsschluss: 14.3.2017)"
2017-03-10,"Veranstaltung: Situated in Translation: Global Media and Cultural Practices (Hamburg, 18.-20.05.2017)"
2017-03-10,"Veranstaltung: Workshop der AG Filmwissenschaft (Marburg, 19.05.2017)"
2017-03-10,"Veranstaltung: Travelling Codes. Circulation and Adaptation of Models, Data, and Standards in Computer-Based Environmental Science (Lüneburg, 30.-31.03.2017)"
2017-03-10,"CfP: Translating Pasts into Futures. Dekoloniale Perspektiven auf Dinge in Kunst, Design & Film (Hamburg, 13.-14.10.2017, Einreichung bis 31.03.2017)"
2017-03-10,"CfP: Believe, create, desire: make with the other (Paris, 15.-19.11.2017, Einreichung bis 30.04.2017)"
2017-03-17,"Veranstaltung: Holocaust in Kunst, Kultur und Medien (Bochum, ab 09.05.2017)"
